Car Details,Car Price,Car Name
"CaracterísticasVOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V CDCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V CDMarcaVOLKSWAGENAno2021Quilometragem42313Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionado",R$66.900,
"CaracterísticasHYUNDAI CRETA ATTITUDE 1.6 16V FLEX AUT.(PCD)CategoriaCarros, vans e utilitáriosModeloHYUNDAI CRETA ATTITUDE 1.6 16V FLEX AUT.(PCD)MarcaHYUNDAITipo de veículoSUVAno2019Quilometragem36000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$87.899,
"CaracterísticasVOLKSWAGEN PASSAT VARIANT  2.0 FSI 150CV TIPTRON.5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN PASSAT VARIANT  2.0 FSI 150CV TIPTRON.5PMarcaVOLKSWAGENTipo de veículoSedãAno2013Quilometragem85000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoBlindadoCâmera de réSomTrava elétricaVidro elétrico",R$74.800,
"CaracterísticasFIAT MOBI LIKE 1.0 FIRE FLEX 5P.CategoriaCarros, vans e utilitáriosModeloFIAT MOBI LIKE 1.0 FIRE FLEX 5P.MarcaFIATTipo de veículoPasseioAno2021Quilometragem50667Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa5Ver OpcionaisOpcionaisAr condicionadoTrava elétrica",R$52.010,
"CaracterísticasNISSAN SENTRA 2.0/ 2.0 FLEX FUEL 16V AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN SENTRA 2.0/ 2.0 FLEX FUEL 16V AUT.MarcaNISSANAno2023Quilometragem0Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétricoVidro elétrico",R$178.090,
"CaracterísticasHYUNDAI HB20S VISION 1.0 FLEX 12V MECCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20S VISION 1.0 FLEX 12V MECMarcaHYUNDAITipo de veículoSedãAno2022Quilometragem46225Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétrica",R$68.890,
"CaracterísticasNISSAN KICKS ADVANCE 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloNISSAN KICKS ADVANCE 1.6 16V FLEX AUTMarcaNISSANTipo de veículoSUVAno2022Quilometragem41005Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de ré",R$102.590,
"CaracterísticasFIAT 500 CULT 1.4 FLEX 8V EVO DUALOGICCategoriaCarros, vans e utilitáriosModeloFIAT 500 CULT 1.4 FLEX 8V EVO DUALOGICMarcaFIATTipo de veículoHatchAno2015Quilometragem97729CombustívelFlexPossui Kit GNVNãoCâmbioSemi-AutomáticoCorBrancoPortas2 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$52.900,
"CaracterísticasVOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 4P AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 4P AUT.MarcaVOLKSWAGENTipo de veículoSedãAno2020Quilometragem41207CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$73.900,
"CaracterísticasRENAULT SANDERO S EDITION FLEX 1.0 12V 5P MEC.CategoriaCarros, vans e utilitáriosModeloRENAULT SANDERO S EDITION FLEX 1.0 12V 5P MEC.MarcaRENAULTTipo de veículoHatchAno2023Quilometragem60144Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$66.490,
"CaracterísticasFIAT MOBI LIKE 1.0 FIRE FLEX 5P.CategoriaCarros, vans e utilitáriosModeloFIAT MOBI LIKE 1.0 FIRE FLEX 5P.MarcaFIATAno2023Quilometragem29318Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasVer OpcionaisOpcionaisAr condicionadoTrava elétrica",R$57.670,
"CaracterísticasPEUGEOT 207 SEDAN PASSION XR 1.4 FLEX 8V 4PCategoriaCarros, vans e utilitáriosModeloPEUGEOT 207 SEDAN PASSION XR 1.4 FLEX 8V 4PMarcaPEUGEOTTipo de veículoSedãAno2011Quilometragem154000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$19.990,
"CaracterísticasNISSAN KICKS ADVANCE 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloNISSAN KICKS ADVANCE 1.6 16V FLEX AUTMarcaNISSANTipo de veículoSUVAno2022Quilometragem41005Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de ré",R$102.590,
"CaracterísticasVOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL TRENDLINE 1.0 T.FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoHatchAno2015Quilometragem38700CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoVidro elétrico",R$41.900,
"CaracterísticasRENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.CategoriaCarros, vans e utilitáriosModeloRENAULT KWID INTENSE 1.0 FLEX 12V 5P MEC.MarcaRENAULTTipo de veículoHatchAno2020Quilometragem51368Potência do motor1.0CombustívelFlexPossui Kit GNVSimCâmbioManualCorBrancoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$41.000,
"CaracterísticasHYUNDAI CRETA ACTION 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloHYUNDAI CRETA ACTION 1.6 16V FLEX AUTMarcaHYUNDAITipo de veículoSUVAno2021Quilometragem45000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$87.000,
"CaracterísticasCHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET COBALT LTZ 1.8 8V ECONO.FLEX 4P AUT.MarcaCHEVROLETTipo de veículoSedãAno2015Quilometragem115057Potência do motor1.8CombustívelFlexPossui Kit GNVSimCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$38.500,
"CaracterísticasCITROEN DS4 1.6 SO CHIC TURBO 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloCITROEN DS4 1.6 SO CHIC TURBO 16V 5P AUT.MarcaCITROENAno2014Quilometragem108000CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeTrava elétricaVidro elétrico",R$59.900,
"CaracterísticasFORD RANGER LIMITED 2.3 150CV CDCategoriaCarros, vans e utilitáriosModeloFORD RANGER LIMITED 2.3 150CV CDMarcaFORDTipo de veículoPick-upAno2017Quilometragem128337Potência do motor3.0 - 3.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$149.900,
"CaracterísticasFORD FOCUS FASTBACK SE/SE PLUS 2.0 FLEX AUT.CategoriaCarros, vans e utilitáriosModeloFORD FOCUS FASTBACK SE/SE PLUS 2.0 FLEX AUT.MarcaFORDTipo de veículoSedãAno2018Quilometragem42360CombustívelFlexPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAir bagAr condicionado",R$64.999,
"CaracterísticasFIAT SIENA ESSENCE 1.6 FLEX 16V 4PCategoriaCarros, vans e utilitáriosModeloFIAT SIENA ESSENCE 1.6 FLEX 16V 4PMarcaFIATAno2015Quilometragem165000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$39.900,
"CaracterísticasRENAULT EXPRESS 1.6/ RL 1.6CategoriaCarros, vans e utilitáriosModeloRENAULT EXPRESS 1.6/ RL 1.6MarcaRENAULTTipo de veículoSedãAno2018Quilometragem80000Potência do motor1.6CorBrancoPortas4 portasPossui Kit GNVNãoVer OpcionaisOpcionaisAr condicionado",R$39.500,
"CaracterísticasBUGGY BUGGY 1.6/ TST/ RS 1.6 4-LUG.CategoriaCarros, vans e utilitáriosModeloBUGGY BUGGY 1.6/ TST/ RS 1.6 4-LUG.MarcaBUGGYTipo de veículoBuggyAno1975Quilometragem300000Potência do motor1.6CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorLaranjaFinal de placa8Tipo de direçãoMecânica",R$36.500,
"CaracterísticasVOLKSWAGEN GOLF COMFORTLINE 1.4 TSI 140CV AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOLF COMFORTLINE 1.4 TSI 140CV AUT.MarcaVOLKSWAGENTipo de veículoHatchAno2014Quilometragem120000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa1Ver OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSomTrava elétricaVidro elétrico",R$69.000,
"CaracterísticasFIAT MOBI LIKE 1.0 FIRE FLEX 5P.CategoriaCarros, vans e utilitáriosModeloFIAT MOBI LIKE 1.0 FIRE FLEX 5P.MarcaFIATTipo de veículoHatchAno2020Quilometragem53400Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoTrava elétricaVidro elétrico",R$46.990,
"CaracterísticasRENAULT CLIO CAMPUS HI-FLEX 1.0 16V 3PCategoriaCarros, vans e utilitáriosModeloRENAULT CLIO CAMPUS HI-FLEX 1.0 16V 3PMarcaRENAULTTipo de veículoHatchAno2011Quilometragem108000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas2 portasFinal de placa7Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeSom",R$15.000,
"CaracterísticasVOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5PMarcaVOLKSWAGENTipo de veículoSUVAno2011Quilometragem111000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$44.900,
"CaracterísticasVOLKSWAGEN FOX ROCK IN RIO 1.6 MI TOTAL FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN FOX ROCK IN RIO 1.6 MI TOTAL FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoHatchAno2014Quilometragem105000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$43.900,
"CaracterísticasFORD F-250 XLT 3.9 4X4 CD TB DIESELCategoriaCarros, vans e utilitáriosModeloFORD F-250 XLT 3.9 4X4 CD TB DIESELMarcaFORDTipo de veículoPick-upAno2010Quilometragem232Potência do motor3.0 - 3.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$200.000,
"CaracterísticasVOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8VCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8VMarcaVOLKSWAGENTipo de veículoPick-upAno2022Quilometragem55000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$67.400,
"CaracterísticasVOLKSWAGEN POLO GT 2.0 MI TOTAL FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN POLO GT 2.0 MI TOTAL FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoPasseioAno2019Quilometragem51974CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa9Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$64.590,
"CaracterísticasJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2017Quilometragem105000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$68.500,
"CaracterísticasCHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.MarcaCHEVROLETTipo de veículoPasseioAno2020Quilometragem55952CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa0Ver OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico",R$77.990,
"CaracterísticasNISSAN KICKS ACTIVE 1.6 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloNISSAN KICKS ACTIVE 1.6 16V FLEX AUT.MarcaNISSANAno2024Quilometragem0Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSensor de réTrava elétricaVidro elétricoVidro elétricoVidro elétrico",R$109.990,
"CaracterísticasFORD FIESTA 1.6 16V FLEX MEC. 5PCategoriaCarros, vans e utilitáriosModeloFORD FIESTA 1.6 16V FLEX MEC. 5PMarcaFORDTipo de veículoHatchAno2013Quilometragem98000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$32.900,
"CaracterísticasHYUNDAI HB20 COMFORT PLUS 1.0 TB FLEX 12V MEC.CategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 COMFORT PLUS 1.0 TB FLEX 12V MEC.MarcaHYUNDAITipo de veículoHatchAno2018Quilometragem43000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorOutraPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$49.800,
"CaracterísticasRENAULT DUSTER ICONIC 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloRENAULT DUSTER ICONIC 1.6 16V FLEX AUTMarcaRENAULTAno2023Quilometragem9600Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico",R$105.990,
"CaracterísticasJEEP COMPASS LONG. TD 350 2.0 4X4 DIESEL AUTCategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LONG. TD 350 2.0 4X4 DIESEL AUTMarcaJEEPTipo de veículoSUVAno2022Quilometragem45000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorAzulPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoTrava elétricaVidro elétrico",R$160.990,
"CaracterísticasMITSUBISHI OUTLANDER COMFORT 2.0 16V AUT.CategoriaCarros, vans e utilitáriosModeloMITSUBISHI OUTLANDER COMFORT 2.0 16V AUT.MarcaMITSUBISHITipo de veículoSUVAno2018Quilometragem64374Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorOutraPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$124.700,
"CaracterísticasCHEVROLET SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloCHEVROLET SPIN PREMIER 1.8 8V ECONO.FLEX 5P AUT.MarcaCHEVROLETAno2022Quilometragem47800Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorAzulPortas4 portasFinal de placa8",R$98.440,
"CaracterísticasVOLKSWAGEN GOLF 2.0/ 2.0 MI FLEX COMFORTLINE/ SPORTCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOLF 2.0/ 2.0 MI FLEX COMFORTLINE/ SPORTMarcaVOLKSWAGENTipo de veículoHatchAno2002Quilometragem177000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$24.900,
"CaracterísticasSUZUKI VITARA 4SPORT ALLGRIP 1.4 TB 16V AUT.CategoriaCarros, vans e utilitáriosModeloSUZUKI VITARA 4SPORT ALLGRIP 1.4 TB 16V AUT.MarcaSUZUKITipo de veículoSUVAno2022Quilometragem60000Potência do motor1.4CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$149.490,
"CaracterísticasFIAT STRADA TREKKING 1.6 16V FLEX CSCategoriaCarros, vans e utilitáriosModeloFIAT STRADA TREKKING 1.6 16V FLEX CSMarcaFIATTipo de veículoPick-upAno2013Quilometragem0Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$43.900,
"CaracterísticasFIAT MOBI LIKE 1.0 FIRE FLEX 5P.CategoriaCarros, vans e utilitáriosModeloFIAT MOBI LIKE 1.0 FIRE FLEX 5P.MarcaFIATTipo de veículoHatchAno2020Quilometragem75330Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa4Tipo de direçãoHidráulica",R$44.990,
"CaracterísticasNISSAN KICKS SENSE 1.6 16V FLEX AUTCategoriaCarros, vans e utilitáriosModeloNISSAN KICKS SENSE 1.6 16V FLEX AUTMarcaNISSANAno2024Quilometragem0Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSensor de réTrava elétricaVidro elétricoVidro elétricoVidro elétrico",R$113.900,
"CaracterísticasHYUNDAI HB20 SENSE 1.0 FLEX 12V MECCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 SENSE 1.0 FLEX 12V MECMarcaHYUNDAITipo de veículoHatchAno2023Quilometragem10823Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico",R$73.990,
"CaracterísticasCHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CVCategoriaCarros, vans e utilitáriosModeloCHEVROLET CAPTIVA SPORT FWD 2.4 16V 171/185CVMarcaCHEVROLETTipo de veículoSUVAno2013Quilometragem153000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$49.500,
"CaracterísticasTOYOTA YARIS XL PLUS T. SED. 1.5 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA YARIS XL PLUS T. SED. 1.5 FLEX 16V AUT.MarcaTOYOTATipo de veículoSedãAno2019Quilometragem29000Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico",R$72.500,
"CaracterísticasTOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT.MarcaTOYOTATipo de veículoPick-upAno2022Quilometragem71992Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa7Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagCâmera de réSensor de réTrava elétricaVidro elétrico",R$264.900,
"CaracterísticasFORD 1.0 ROCAM SE PLUS HATCH 8V FLEX 4P MANUALCategoriaCarros, vans e utilitáriosModeloFORD 1.0 ROCAM SE PLUS HATCH 8V FLEX 4P MANUALMarcaFORDTipo de veículoHatchAno2007Quilometragem234000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa6Tipo de direçãoMecânicaVer OpcionaisOpcionaisVidro elétrico",R$12.500,
"CaracterísticasVOLKSWAGEN PARATI COMFORTLINE 1.6 MI TOT.FLEX 8V 4PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN PARATI COMFORTLINE 1.6 MI TOT.FLEX 8V 4PMarcaVOLKSWAGENTipo de veículoHatchAno2006Quilometragem149383Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétrica",R$23.000,
"CaracterísticasVOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CECategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CEMarcaVOLKSWAGENTipo de veículoPick-upAno1999Quilometragem209000Potência do motor1.6CombustívelGasolinaPossui Kit GNVNãoCorBrancoPortas2 portasFinal de placa0Tipo de direçãoMecânicaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico",R$16.500,
"CaracterísticasFIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4PCategoriaCarros, vans e utilitáriosModeloFIAT UNO MILLE WAY ECONOMY 1.0 F.FLEX 4PMarcaFIATTipo de veículoHatchAno2011Quilometragem94700Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoMecânicaVer OpcionaisOpcionaisAr condicionado",R$21.900,
"CaracterísticasCHEVROLET CALIBRA 16VCategoriaCarros, vans e utilitáriosModeloCHEVROLET CALIBRA 16VMarcaCHEVROLETTipo de veículoSedãAno1995Quilometragem111000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorPretoPortas2 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAr condicionadoSomTrava elétricaVidro elétrico",R$40.000,
"CaracterísticasVOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN GOL 1.0 TREND/ POWER 8V 4PMarcaVOLKSWAGENTipo de veículoHatchAno2003Quilometragem161000Potência do motor1.0CâmbioManualPortas4 portasPossui Kit GNVNãoTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico",R$20.000,
"CaracterísticasPEUGEOT EXPERT BUSINESS 1.6 TURBO DIESELCategoriaCarros, vans e utilitáriosModeloPEUGEOT EXPERT BUSINESS 1.6 TURBO DIESELMarcaPEUGEOTTipo de veículoVan/UtilitárioAno2018Quilometragem147000Potência do motor1.6CombustívelDieselPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico",R$72.500,
"CaracterísticasPEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloPEUGEOT 208 ALLURE 1.6 FLEX 16V 5P AUT.MarcaPEUGEOTTipo de veículoHatchAno2022Quilometragem43934Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétrica",R$77.690,
