Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Cx-5,Mazda, 02.01.2024, ALLEMAGNE,18 790 €,ESSENCE,82 350 KM,2016,MANUELLE,47533
Range rover sport,Land rover, 02.01.2024, ALLEMAGNE,117 995 €,ESSENCE,63 233 KM,2020,AUTOMATIQUE,47533
911 992,Porsche, 02.01.2024, ALLEMAGNE,169 992 €,ESSENCE,16 667 KM,2021,AUTOMATIQUE,47533
911 targa 992,Porsche, 02.01.2024, ALLEMAGNE,199 993 €,ESSENCE,18 065 KM,2022,AUTOMATIQUE,47533
Cabrio,Mini, 02.01.2024, ALLEMAGNE,29 750 €,ESSENCE,23 600 KM,2020,AUTOMATIQUE,47533
Bentayga,Bentley, 02.01.2024, ALLEMAGNE,217 995 €,ESSENCE,44 575 KM,2020,AUTOMATIQUE,47533
Fortwo,Smart, 02.01.2024, ALLEMAGNE,11 999 €,ESSENCE,43 650 KM,2018,AUTOMATIQUE,47533
Polo,Volkswagen, 03.01.2024, ALLEMAGNE,6 000 €,DIESEL,150 000 KM,2013,MANUELLE,47533
X5,Bmw, 03.01.2024, ALLEMAGNE,77 880 €,DIESEL,3 070 KM,2023,AUTOMATIQUE,47533
Focus sw,Ford, 03.01.2024, ALLEMAGNE,20 782 €,ESSENCE,28 350 KM,2022,MANUELLE,47533
Focus sw,Ford, 03.01.2024, ALLEMAGNE,21 482 €,ESSENCE,13 450 KM,2022,MANUELLE,47533
Focus sw,Ford, 03.01.2024, ALLEMAGNE,9 882 €,ESSENCE,126 596 KM,2016,MANUELLE,47533
Classe c,Mercedes, 03.01.2024, ALLEMAGNE,44 990 €,DIESEL,27 845 KM,2023,AUTOMATIQUE,47533
Classe v,Mercedes, 03.01.2024, ALLEMAGNE,81 888 €,DIESEL,1 239 KM,2023,AUTOMATIQUE,47533
Classe e,Mercedes, 03.01.2024, ALLEMAGNE,57 899 €,HYBRIDE,2 420 KM,2023,AUTOMATIQUE,47533
Focus societe,Ford, 03.01.2024, ALLEMAGNE,21 482 €,ESSENCE,13 450 KM,2022,MANUELLE,47533
Focus societe,Ford, 03.01.2024, ALLEMAGNE,20 782 €,ESSENCE,28 350 KM,2022,MANUELLE,47533
Nemo,Citroen, 03.01.2024, ALLEMAGNE,3 900 €,DIESEL,103 000 KM,2008,MANUELLE,47533
Kamiq,Skoda, 25.08.2022, ALLEMAGNE,24 450 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47551
Kamiq,Skoda, 26.08.2022, ALLEMAGNE,24 350 €,ESSENCE,15 KM,2024,AUTOMATIQUE,47551
Classe e break,Mercedes, 06.09.2022, ALLEMAGNE,24 900 €,ESSENCE,83 000 KM,2017,AUTOMATIQUE,47551
Classe c break,Mercedes, 07.09.2022, ALLEMAGNE,24 900 €,ESSENCE,83 000 KM,2017,AUTOMATIQUE,47551
5008,Peugeot, 13.10.2022, ALLEMAGNE,32 770 €,DIESEL,32 000 KM,2022,AUTOMATIQUE,47551
Corsa,Opel, 13.10.2022, ALLEMAGNE,24 899 €,ESSENCE,10 KM,2022,AUTOMATIQUE,47551
Serie 3 cabriolet,Bmw, 28.12.2023, PAYS-BAS,NC,ESSENCE,232 201 KM,1987,MANUELLE,5480
Corsa,Opel, 08.11.2023, ALLEMAGNE,14 845 €,ESSENCE,16 864 KM,2022,MANUELLE,47551
C3 aircross,Citroen, 09.11.2023, ALLEMAGNE,18 990 €,ESSENCE,32 600 KM,2022,MANUELLE,47551
Tiguan,Volkswagen, 09.11.2023, ALLEMAGNE,8 900 €,DIESEL,276 100 KM,2013,MANUELLE,47551
Vito,Mercedes, 09.11.2023, ALLEMAGNE,77 990 €,DIESEL,42 840 KM,2021,AUTOMATIQUE,47551
I10,Hyundai, 09.11.2023, ALLEMAGNE,17 290 €,ESSENCE,10 KM,2023,MANUELLE,47551
Bayon,Hyundai, 09.11.2023, ALLEMAGNE,25 990 €,ESSENCE,10 KM,2023,AUTOMATIQUE,47551
Santa fe,Hyundai, 09.11.2023, ALLEMAGNE,55 990 €,HYBRIDE,10 KM,2023,AUTOMATIQUE,47551
I30,Hyundai, 10.11.2023, ALLEMAGNE,25 900 €,ESSENCE,54 925 KM,2019,MANUELLE,47551
Grandland x,Opel, 10.11.2023, ALLEMAGNE,28 945 €,HYBRIDE,60 450 KM,2020,AUTOMATIQUE,47551
Grandland x,Opel, 10.11.2023, ALLEMAGNE,28 945 €,ESSENCE,60 451 KM,2020,AUTOMATIQUE,47551
Eos,Volkswagen, 11.11.2023, ALLEMAGNE,7 990 €,ESSENCE,144 500 KM,2008,AUTOMATIQUE,47551
I10,Hyundai, 11.11.2023, ALLEMAGNE,14 490 €,ESSENCE,10 KM,2023,MANUELLE,47551
I10,Hyundai, 11.11.2023, ALLEMAGNE,13 490 €,ESSENCE,37 292 KM,2022,MANUELLE,47551
I10,Hyundai, 11.11.2023, ALLEMAGNE,14 990 €,ESSENCE,375 KM,2023,MANUELLE,47551
I10,Hyundai, 11.11.2023, ALLEMAGNE,16 990 €,ESSENCE,11 KM,2023,MANUELLE,47551
Kona,Hyundai, 11.11.2023, ALLEMAGNE,26 990 €,HYBRIDE,22 960 KM,2022,AUTOMATIQUE,47551
I30,Hyundai, 11.11.2023, ALLEMAGNE,39 990 €,ESSENCE,453 KM,2023,MANUELLE,47551
Kona,Hyundai, 11.11.2023, ALLEMAGNE,38 990 €,ESSENCE,15 KM,2023,AUTOMATIQUE,47551
I30,Hyundai, 11.11.2023, ALLEMAGNE,28 990 €,ESSENCE,33 KM,2023,AUTOMATIQUE,47551
I20,Hyundai, 11.11.2023, ALLEMAGNE,28 990 €,ESSENCE,221 KM,2023,MANUELLE,47551
Kona,Hyundai, 11.11.2023, ALLEMAGNE,36 490 €,ESSENCE,15 KM,2023,AUTOMATIQUE,47551
Tucson,Hyundai, 11.11.2023, ALLEMAGNE,36 990 €,ESSENCE,3 363 KM,2023,AUTOMATIQUE,47551
Grandland x,Opel, 13.11.2023, ALLEMAGNE,28 945 €,HYBRIDE,60 450 KM,2020,AUTOMATIQUE,47551
C5x,Citroen, 14.11.2023, ALLEMAGNE,24 490 €,ESSENCE,20 600 KM,2022,AUTOMATIQUE,47551
C3,Citroen, 14.11.2023, ALLEMAGNE,16 990 €,ESSENCE,31 000 KM,2020,MANUELLE,47551
Serie 3 cabriolet,Bmw, 28.12.2023, PAYS-BAS,NC,ESSENCE,232 201 KM,1987,MANUELLE,5480
Serie 1,Bmw, 15.07.2023, POLOGNE,4 135 €,DIESEL,299 000 KM,2011,MANUELLE,70-001
Discovery,Land rover, 15.07.2023, POLOGNE,75 073 €,DIESEL,45 200 KM,2021,AUTOMATIQUE,70-001
Puma,Ford, 16.07.2023, POLOGNE,26 310 €,ESSENCE,10 KM,2023,MANUELLE,70-001
Ibiza,Seat, 16.07.2023, POLOGNE,24 370 €,ESSENCE,2 000 KM,2023,AUTOMATIQUE,70-001
Q5,Audi, 17.07.2023, POLOGNE,59 065 €,ESSENCE,10 KM,2023,AUTOMATIQUE,70-001
Ibiza,Seat, 17.07.2023, POLOGNE,22 175 €,ESSENCE,10 KM,2023,AUTOMATIQUE,70-001
Tarraco,Seat, 17.07.2023, POLOGNE,40 424 €,DIESEL,3 000 KM,2023,AUTOMATIQUE,70-001
Classe e,Mercedes, 18.07.2023, POLOGNE,7 623 €,DIESEL,276 000 KM,2009,AUTOMATIQUE,70-001
Passat,Volkswagen, 18.07.2023, POLOGNE,12 704 €,ESSENCE,220 000 KM,2015,AUTOMATIQUE,70-001
Ceed,Kia, 18.07.2023, POLOGNE,4 135 €,DIESEL,150 000 KM,2014,MANUELLE,70-001
Leon,Seat, 18.07.2023, POLOGNE,1 732 €,GPL,277 000 KM,2001,MANUELLE,70-001
Serie 1,Bmw, 19.07.2023, POLOGNE,36 936 €,ESSENCE,43 000 KM,2020,AUTOMATIQUE,70-001
Transit,Ford, 19.07.2023, POLOGNE,4 262 €,DIESEL,324 000 KM,2012,MANUELLE,70-001
F-pace,Jaguar, 20.07.2023, POLOGNE,64 002 €,ESSENCE,19 400 KM,2022,AUTOMATIQUE,70-001
I-pace,Jaguar, 20.07.2023, POLOGNE,80 617 €,ELECTRIQUE,5 000 KM,2022,AUTOMATIQUE,70-001
Classe gls,Mercedes, 20.07.2023, POLOGNE,69 275 €,DIESEL,119 548 KM,2018,AUTOMATIQUE,70-001
Mondeo,Ford, 20.07.2023, POLOGNE,6 235 €,DIESEL,218 000 KM,2011,MANUELLE,70-001
F-pace,Jaguar, 21.07.2023, POLOGNE,64 002 €,ESSENCE,21 000 KM,2022,AUTOMATIQUE,70-001
Classe cls,Mercedes, 22.07.2023, POLOGNE,23 099 €,ESSENCE,278 484 KM,2014,AUTOMATIQUE,70-001
Classe e,Mercedes, 24.07.2023, POLOGNE,8 085 €,DIESEL,175 000 KM,2010,MANUELLE,70-001
Crossland x,Opel, 24.07.2023, POLOGNE,19 863 €,ESSENCE,21 000 KM,2022,MANUELLE,70-001
Classe e,Mercedes, 25.07.2023, POLOGNE,138 365 €,ESSENCE,10 KM,2023,AUTOMATIQUE,70-001
Cx-5,Mazda, 25.07.2023, POLOGNE,25 386 €,ESSENCE,83 579 KM,2017,AUTOMATIQUE,70-001
A6,Audi, 27.07.2023, POLOGNE,23 582 €,DIESEL,186 200 KM,2018,AUTOMATIQUE,70-001
Q7,Audi, 27.07.2023, POLOGNE,89 857 €,DIESEL,12 KM,2023,AUTOMATIQUE,70-001
Astra,Opel, 23.10.2022, ALLEMAGNE,18 950 €,ESSENCE,2 652 KM,2020,MANUELLE,47551
Kona,Hyundai, 03.11.2022, ALLEMAGNE,25 900 €,ESSENCE,30 526 KM,2021,MANUELLE,47551
Bayon,Hyundai, 04.11.2022, ALLEMAGNE,22 990 €,ESSENCE,14 257 KM,2021,MANUELLE,47551
C5 aircross,Citroen, 20.11.2022, ALLEMAGNE,24 480 €,ESSENCE,55 000 KM,2020,AUTOMATIQUE,47551
Berlingo van,Citroen, 30.11.2022, ALLEMAGNE,24 290 €,DIESEL,55 900 KM,2021,MANUELLE,47551
Astra,Opel, 02.02.2023, ALLEMAGNE,26 990 €,ESSENCE,14 150 KM,2022,MANUELLE,47551
Fabia combi,Skoda, 02.02.2023, ALLEMAGNE,20 200 €,ESSENCE,10 KM,2024,MANUELLE,47551
Corsa,Opel, 03.02.2023, ALLEMAGNE,14 745 €,ESSENCE,49 967 KM,2021,MANUELLE,47551
Corsa,Opel, 05.02.2023, ALLEMAGNE,14 845 €,ESSENCE,49 967 KM,2021,MANUELLE,47551
Corsa,Opel, 05.02.2023, ALLEMAGNE,14 245 €,ESSENCE,56 526 KM,2021,MANUELLE,47551
T-roc,Volkswagen, 10.02.2023, ALLEMAGNE,31 800 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47551
208,Peugeot, 16.02.2023, ALLEMAGNE,20 970 €,ESSENCE,3 500 KM,2022,MANUELLE,47551
3008,Peugeot, 19.02.2023, ALLEMAGNE,28 440 €,ESSENCE,18 356 KM,2022,MANUELLE,47551
Arona,Seat, 22.02.2023, ALLEMAGNE,17 111 €,ESSENCE,51 900 KM,2018,MANUELLE,47551
Ds3 crossback,Citroen, 24.02.2023, ALLEMAGNE,28 990 €,ESSENCE,1 300 KM,2020,AUTOMATIQUE,47551
Doblo,Fiat, 27.02.2023, ALLEMAGNE,15 945 €,ESSENCE,62 000 KM,2018,MANUELLE,47551
Ds7,Citroen, 28.02.2023, ALLEMAGNE,33 990 €,DIESEL,32 700 KM,2020,AUTOMATIQUE,47551
I30,Hyundai, 11.03.2023, ALLEMAGNE,27 900 €,ESSENCE,14 118 KM,2022,AUTOMATIQUE,47551
I30,Hyundai, 11.03.2023, ALLEMAGNE,29 900 €,DIESEL,23 263 KM,2022,AUTOMATIQUE,47551
Kona,Hyundai, 12.03.2023, ALLEMAGNE,18 990 €,DIESEL,89 020 KM,2019,MANUELLE,47551
I20,Hyundai, 13.03.2023, ALLEMAGNE,22 900 €,ESSENCE,15 891 KM,2022,MANUELLE,47551
Kona,Hyundai, 14.03.2023, ALLEMAGNE,18 990 €,DIESEL,67 795 KM,2019,MANUELLE,47551
Santa fe,Hyundai, 14.03.2023, ALLEMAGNE,51 900 €,HYBRIDE,42 728 KM,2021,AUTOMATIQUE,47551
Kona,Hyundai, 14.03.2023, ALLEMAGNE,18 490 €,DIESEL,73 014 KM,2019,MANUELLE,47551
C-hr,Toyota, 30.03.2023, ALLEMAGNE,31 333 €,HYBRIDE,10 KM,2022,AUTOMATIQUE,47551
Astra,Opel, 15.11.2023, ALLEMAGNE,21 745 €,ESSENCE,8 490 KM,2022,MANUELLE,47551
C5,Citroen, 15.11.2023, ALLEMAGNE,24 490 €,ESSENCE,20 600 KM,2022,AUTOMATIQUE,47551
Yaris,Toyota, 15.11.2023, ALLEMAGNE,18 888 €,ESSENCE,10 KM,2024,MANUELLE,47551
Classe b,Mercedes, 16.11.2023, ALLEMAGNE,29 750 €,ESSENCE,34 850 KM,2019,AUTOMATIQUE,47551
Kona,Hyundai, 16.11.2023, ALLEMAGNE,25 900 €,ESSENCE,33 249 KM,2020,AUTOMATIQUE,47551
Yeti,Skoda, 16.11.2023, ALLEMAGNE,10 490 €,DIESEL,90 000 KM,2014,MANUELLE,47551
C3,Citroen, 17.11.2023, ALLEMAGNE,16 990 €,ESSENCE,31 000 KM,2020,MANUELLE,47551
C5x,Citroen, 17.11.2023, ALLEMAGNE,26 490 €,ESSENCE,20 600 KM,2022,AUTOMATIQUE,47551
Astra,Opel, 17.11.2023, ALLEMAGNE,21 945 €,ESSENCE,8 490 KM,2022,MANUELLE,47551
I40 wagon,Hyundai, 17.11.2023, ALLEMAGNE,6 500 €,DIESEL,218 000 KM,2015,MANUELLE,47551
Ioniq,Hyundai, 17.11.2023, ALLEMAGNE,28 490 €,HYBRIDE,5 894 KM,2022,AUTOMATIQUE,47551
Ioniq,Hyundai, 17.11.2023, ALLEMAGNE,25 490 €,HYBRIDE,17 255 KM,2022,AUTOMATIQUE,47551
I30 fastback,Hyundai, 17.11.2023, ALLEMAGNE,34 900 €,ESSENCE,25 699 KM,2022,AUTOMATIQUE,47551
Astra sports tourer,Opel, 18.11.2023, ALLEMAGNE,2 400 €,DIESEL,285 190 KM,2012,MANUELLE,47551
Astra sports tourer,Opel, 18.11.2023, ALLEMAGNE,2 400 €,DIESEL,285 190 KM,2012,MANUELLE,47551
Grand cherokee,Jeep, 19.11.2023, ALLEMAGNE,5 000 €,DIESEL,395 353 KM,2004,AUTOMATIQUE,47551
A6 avant,Audi, 19.11.2023, ALLEMAGNE,15 000 €,DIESEL,181 200 KM,2013,AUTOMATIQUE,47551
Kona,Hyundai, 21.11.2023, ALLEMAGNE,23 990 €,ESSENCE,20 KM,2021,MANUELLE,47551
Classe e,Mercedes, 21.11.2023, ALLEMAGNE,2 750 €,DIESEL,306 000 KM,2004,MANUELLE,47551
C3,Citroen, 21.11.2023, ALLEMAGNE,16 990 €,ESSENCE,24 586 KM,2022,MANUELLE,47551
C3,Citroen, 21.11.2023, ALLEMAGNE,17 490 €,ESSENCE,8 400 KM,2022,MANUELLE,47551
C3 aircross,Citroen, 22.11.2023, ALLEMAGNE,22 690 €,DIESEL,12 100 KM,2022,AUTOMATIQUE,47551
C3 aircross,Citroen, 22.11.2023, ALLEMAGNE,18 995 €,ESSENCE,31 500 KM,2021,AUTOMATIQUE,47551
C3 aircross,Citroen, 22.11.2023, ALLEMAGNE,22 690 €,DIESEL,12 100 KM,2022,AUTOMATIQUE,47551
C3 aircross,Citroen, 22.11.2023, ALLEMAGNE,18 994 €,ESSENCE,31 500 KM,2021,AUTOMATIQUE,47551
190,Mercedes, 27.07.2023, POLOGNE,4 597 €,ESSENCE,161 000 KM,1991,MANUELLE,70-001
Classe sl,Mercedes, 27.07.2023, POLOGNE,11 527 €,ESSENCE,144 320 KM,1992,AUTOMATIQUE,70-001
Grandland x,Opel, 27.07.2023, POLOGNE,27 948 €,ESSENCE,22 000 KM,2022,MANUELLE,70-001
Ioniq 6,Hyundai, 27.07.2023, POLOGNE,70 638 €,ELECTRIQUE,10 KM,2023,AUTOMATIQUE,70-001
Golf,Volkswagen, 28.07.2023, POLOGNE,2 518 €,ESSENCE,224 700 KM,2004,MANUELLE,70-001
Tourneo courier,Ford, 28.07.2023, POLOGNE,8 755 €,DIESEL,233 600 KM,2017,MANUELLE,70-001
Navara,Nissan, 28.07.2023, POLOGNE,3 904 €,DIESEL,460 000 KM,2006,AUTOMATIQUE,70-001
I3,Bmw, 29.07.2023, POLOGNE,21 944 €,ELECTRIQUE,26 500 KM,2018,AUTOMATIQUE,70-001
Sx4,Suzuki, 30.07.2023, POLOGNE,4 135 €,ESSENCE,240 000 KM,2009,MANUELLE,70-001
Classe cla,Mercedes, 31.07.2023, POLOGNE,53 082 €,HYBRIDE,10 KM,2023,AUTOMATIQUE,70-001
Megane,Renault, 31.07.2023, POLOGNE,10 394 €,DIESEL,67 000 KM,2018,MANUELLE,70-001
Serie 5,Bmw, 31.07.2023, POLOGNE,15 014 €,DIESEL,235 000 KM,2010,AUTOMATIQUE,70-001
Serie 7,Bmw, 31.07.2023, POLOGNE,20 766 €,DIESEL,229 700 KM,2013,AUTOMATIQUE,70-001
Clio,Renault, 31.07.2023, POLOGNE,2 541 €,ESSENCE,143 302 KM,2011,MANUELLE,70-001
1007,Peugeot, 31.07.2023, POLOGNE,5 082 €,ESSENCE,25 972 KM,2007,MANUELLE,70-001
Kona,Hyundai, 01.08.2023, POLOGNE,19 842 €,ESSENCE,64 145 KM,2021,AUTOMATIQUE,70-001
Ateca,Cupra, 02.08.2023, POLOGNE,44 305 €,ESSENCE,1 500 KM,2023,AUTOMATIQUE,70-001
500,Fiat, 02.08.2023, POLOGNE,36 595 €,ELECTRIQUE,10 KM,2023,AUTOMATIQUE,70-001
500,Fiat, 02.08.2023, POLOGNE,36 759 €,ELECTRIQUE,10 KM,2023,AUTOMATIQUE,70-001
Megane,Renault, 03.08.2023, POLOGNE,2 308 €,DIESEL,227 000 KM,2006,MANUELLE,70-001
Corsa-e,Opel, 03.08.2023, POLOGNE,28 641 €,ELECTRIQUE,10 KM,2023,AUTOMATIQUE,70-001
Astra,Opel, 03.08.2023, POLOGNE,25 869 €,ESSENCE,10 KM,2023,AUTOMATIQUE,70-001
Ranger,Ford, 03.08.2023, POLOGNE,48 486 €,DIESEL,108 149 KM,2021,AUTOMATIQUE,70-001
Xf,Jaguar, 03.08.2023, POLOGNE,61 860 €,DIESEL,18 600 KM,2022,AUTOMATIQUE,70-001
Megane,Renault, 04.08.2023, POLOGNE,51 258 €,ELECTRIQUE,10 045 KM,2022,AUTOMATIQUE,70-001
2008,Peugeot, 01.04.2023, ALLEMAGNE,24 480 €,ESSENCE,18 126 KM,2022,MANUELLE,47551
2008,Peugeot, 01.04.2023, ALLEMAGNE,23 980 €,ESSENCE,14 453 KM,2022,MANUELLE,47551
2008,Peugeot, 03.04.2023, ALLEMAGNE,23 980 €,ESSENCE,14 453 KM,2022,MANUELLE,47551
2008,Peugeot, 04.04.2023, ALLEMAGNE,24 480 €,ESSENCE,18 126 KM,2022,MANUELLE,47551
I30,Hyundai, 15.04.2023, ALLEMAGNE,25 900 €,ESSENCE,31 948 KM,2021,AUTOMATIQUE,47551
I30,Hyundai, 15.04.2023, ALLEMAGNE,25 900 €,ESSENCE,31 948 KM,2021,AUTOMATIQUE,47551
Ix20,Hyundai, 28.04.2023, ALLEMAGNE,15 490 €,ESSENCE,54 825 KM,2016,MANUELLE,47551
Tucson,Hyundai, 29.04.2023, ALLEMAGNE,27 900 €,ESSENCE,56 543 KM,2019,AUTOMATIQUE,47551
Yaris,Toyota, 11.05.2023, ALLEMAGNE,17 222 €,HYBRIDE,25 022 KM,2018,AUTOMATIQUE,47551
206 cc,Peugeot, 21.05.2023, ALLEMAGNE,2 600 €,ESSENCE,161 000 KM,2004,MANUELLE,47551
Megane cc,Renault, 23.05.2023, ALLEMAGNE,3 800 €,ESSENCE,141 993 KM,2005,MANUELLE,47551
I30,Hyundai, 25.05.2023, ALLEMAGNE,27 900 €,ESSENCE,15 638 KM,2022,AUTOMATIQUE,47551
208,Peugeot, 27.05.2023, ALLEMAGNE,19 980 €,ESSENCE,17 754 KM,2022,AUTOMATIQUE,47551
Kona,Hyundai, 28.05.2023, ALLEMAGNE,26 900 €,ELECTRIQUE,17 960 KM,2021,AUTOMATIQUE,47551
Kona,Hyundai, 28.05.2023, ALLEMAGNE,29 990 €,ELECTRIQUE,5 069 KM,2022,AUTOMATIQUE,47551
Aygo x,Toyota, 31.05.2023, ALLEMAGNE,20 444 €,ESSENCE,5 000 KM,2023,MANUELLE,47551
Aygo x,Toyota, 31.05.2023, ALLEMAGNE,18 555 €,ESSENCE,5 000 KM,2022,MANUELLE,47551
Aygo x,Toyota, 31.05.2023, ALLEMAGNE,20 444 €,ESSENCE,5 000 KM,2022,MANUELLE,47551
C1,Citroen, 31.05.2023, ALLEMAGNE,3 200 €,ESSENCE,98 845 KM,2009,MANUELLE,47551
C-hr,Toyota, 31.05.2023, ALLEMAGNE,31 333 €,HYBRIDE,9 980 KM,2022,AUTOMATIQUE,47551
Doblo,Fiat, 02.06.2023, ALLEMAGNE,17 990 €,DIESEL,67 000 KM,2019,MANUELLE,47551
Micra,Nissan, 13.06.2023, ALLEMAGNE,12 900 €,ESSENCE,31 367 KM,2019,MANUELLE,47551
Corsa,Opel, 14.06.2023, ALLEMAGNE,14 245 €,ESSENCE,56 526 KM,2021,MANUELLE,47551
Niro,Kia, 15.06.2023, ALLEMAGNE,23 990 €,HYBRIDE,67 810 KM,2017,AUTOMATIQUE,47551
Hr-v,Honda, 15.06.2023, ALLEMAGNE,19 500 €,DIESEL,74 923 KM,2018,MANUELLE,47551
C3,Citroen, 23.11.2023, ALLEMAGNE,17 490 €,ESSENCE,8 400 KM,2022,MANUELLE,47551
C3,Citroen, 23.11.2023, ALLEMAGNE,16 990 €,ESSENCE,24 586 KM,2022,MANUELLE,47551
Mokka,Opel, 23.11.2023, ALLEMAGNE,25 000 €,ESSENCE,34 000 KM,2022,AUTOMATIQUE,47551
C5 aircross,Citroen, 23.11.2023, ALLEMAGNE,24 000 €,ESSENCE,55 000 KM,2020,AUTOMATIQUE,47551
C3 aircross,Citroen, 24.11.2023, ALLEMAGNE,22 690 €,DIESEL,12 100 KM,2022,AUTOMATIQUE,47551
Astra societe,Opel, 24.11.2023, ALLEMAGNE,12 950 €,ESSENCE,110 300 KM,2019,MANUELLE,47551
Ram 1500,Ram trucks, 24.11.2023, ALLEMAGNE,21 900 €,ESSENCE,185 000 KM,2012,AUTOMATIQUE,47551
Astra,Opel, 25.11.2023, ALLEMAGNE,12 950 €,ESSENCE,110 300 KM,2019,MANUELLE,47551
Passat,Volkswagen, 27.11.2023, ALLEMAGNE,3 750 €,DIESEL,226 283 KM,2006,MANUELLE,47551
I20,Hyundai, 28.11.2023, ALLEMAGNE,27 900 €,ESSENCE,10 845 KM,2022,MANUELLE,47551
Classe c,Mercedes, 29.11.2023, ALLEMAGNE,8 500 €,DIESEL,189 850 KM,2008,AUTOMATIQUE,47551
Corsa,Opel, 29.11.2023, ALLEMAGNE,700 €,ESSENCE,170 000 KM,2000,MANUELLE,47551
207 cc,Peugeot, 29.11.2023, ALLEMAGNE,6 750 €,ESSENCE,88 000 KM,2013,MANUELLE,47551
Punto,Fiat, 29.11.2023, ALLEMAGNE,6 900 €,ESSENCE,84 000 KM,2015,MANUELLE,47551
Cx-30,Mazda, 29.11.2023, ALLEMAGNE,25 500 €,HYBRIDE,50 000 KM,2020,MANUELLE,47551
Cx-30,Mazda, 29.11.2023, ALLEMAGNE,25 500 €,HYBRIDE,50 000 KM,2020,MANUELLE,47551
Serie 1,Bmw, 30.11.2023, ALLEMAGNE,13 299 €,ESSENCE,75 000 KM,2014,MANUELLE,47551
Astra cabrio,Opel, 03.12.2023, ALLEMAGNE,3 400 €,DIESEL,237 000 KM,2007,MANUELLE,47551
Astra,Opel, 03.12.2023, ALLEMAGNE,3 400 €,DIESEL,237 000 KM,2007,MANUELLE,47551
Sx4 s-cross,Suzuki, 03.12.2023, ALLEMAGNE,16 490 €,ESSENCE,12 000 KM,2017,AUTOMATIQUE,47551
Mokka x,Opel, 04.12.2023, ALLEMAGNE,15 845 €,ESSENCE,40 500 KM,2017,MANUELLE,47551
Sportage,Kia, 05.12.2023, ALLEMAGNE,30 777 €,ESSENCE,15 231 KM,2022,MANUELLE,47551
C5 aircross,Citroen, 05.12.2023, ALLEMAGNE,22 990 €,ESSENCE,22 400 KM,2023,MANUELLE,47551
Mokka x,Opel, 06.12.2023, ALLEMAGNE,15 845 €,ESSENCE,40 500 KM,2017,MANUELLE,47551
Celica,Toyota, 06.12.2023, ALLEMAGNE,2 900 €,ESSENCE,307 000 KM,1993,MANUELLE,47551
X5,Bmw, 04.08.2023, POLOGNE,61 421 €,ESSENCE,45 000 KM,2020,AUTOMATIQUE,70-001
Ecosport,Ford, 04.08.2023, POLOGNE,15 453 €,ESSENCE,39 000 KM,2018,MANUELLE,70-001
Range rover,Land rover, 04.08.2023, POLOGNE,103 924 €,ESSENCE,67 209 KM,2019,AUTOMATIQUE,70-001
Classe c,Mercedes, 05.08.2023, POLOGNE,2 980 €,DIESEL,298 141 KM,2002,MANUELLE,70-001
Ecosport,Ford, 05.08.2023, POLOGNE,20 073 €,ESSENCE,38 500 KM,2022,MANUELLE,70-001
Dokker,Dacia, 05.08.2023, POLOGNE,8 316 €,DIESEL,135 000 KM,2016,MANUELLE,70-001
A4 avant,Audi, 06.08.2023, POLOGNE,21 136 €,DIESEL,238 000 KM,2016,AUTOMATIQUE,70-001
Classe c,Mercedes, 06.08.2023, POLOGNE,9 006 €,ESSENCE,166 000 KM,2007,AUTOMATIQUE,70-001
Classe c,Mercedes, 06.08.2023, POLOGNE,3 973 €,DIESEL,249 638 KM,2008,AUTOMATIQUE,70-001
Fiesta,Ford, 06.08.2023, POLOGNE,15 684 €,ESSENCE,28 374 KM,2020,MANUELLE,70-001
Astra,Opel, 06.08.2023, POLOGNE,12 843 €,DIESEL,164 100 KM,2018,MANUELLE,70-001
Giulia,Alfa romeo, 06.08.2023, POLOGNE,56 339 €,ESSENCE,10 KM,2023,AUTOMATIQUE,70-001
Avenger,Jeep, 06.08.2023, POLOGNE,25 848 €,ESSENCE,10 KM,2023,MANUELLE,70-001
500,Fiat, 06.08.2023, POLOGNE,13 839 €,HYBRIDE,10 KM,2023,MANUELLE,70-001
500,Fiat, 06.08.2023, POLOGNE,13 469 €,HYBRIDE,10 KM,2023,MANUELLE,70-001
500,Fiat, 06.08.2023, POLOGNE,13 971 €,HYBRIDE,10 KM,2023,MANUELLE,70-001
X1,Bmw, 07.08.2023, POLOGNE,24 023 €,DIESEL,81 610 KM,2017,AUTOMATIQUE,70-001
Rx 450hV6 3.5,Lexus, 07.08.2023, POLOGNE,62 366 €,HYBRIDE,45 000 KM,2021,AUTOMATIQUE,70-001
Insignia,Opel, 08.08.2023, POLOGNE,15 361 €,DIESEL,168 000 KM,2019,MANUELLE,70-001
Astra,Opel, 08.08.2023, POLOGNE,2 287 €,ESSENCE,164 700 KM,2005,MANUELLE,70-001
Kona,Hyundai, 08.08.2023, POLOGNE,28 851 €,ESSENCE,1 000 KM,2023,AUTOMATIQUE,70-001
Classe e,Mercedes, 09.08.2023, POLOGNE,12 243 €,DIESEL,260 000 KM,1985,MANUELLE,70-001
Nx 300h2.5,Lexus, 09.08.2023, POLOGNE,31 161 €,HYBRIDE,103 978 KM,2017,AUTOMATIQUE,70-001
