Titre,motclé,tag,tag1,date,upper,information,information7,information8,information9,tag12
,"OMODA
C5
1.6",OMODA,C5, 06/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.6
,"OMODA
C5
1.6",OMODA,C5, 06/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.6
,"OMODA
C5
1.5",OMODA,C5, 06/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              28 329 €  ","OMODA
C5
1.5",OMODA,C5, 06/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              26 716 €  ","OMODA
C5
1.5",OMODA,C5, 06/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              22 069 €  ","OMODA
C5
1.5",OMODA,C5, 06/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              7 551 €  ","SUZUKI
SX4
1.6",SUZUKI,SX4, 06/05/2023, RUSSIE,ESSENCE,197 380 KM,2008,AUTOMATIQUE,1.6
"

                              5 948 €  ","SKODA
OCTAVIA
1.2",SKODA,OCTAVIA, 06/05/2023, RUSSIE,ESSENCE,385 000 KM,2014,MANUELLE,1.2
,"SKODA
OCTAVIA
1.5",SKODA,OCTAVIA, 06/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
"

                              43 857 €  ","MITSUBISHI
L200
2.4",MITSUBISHI,L200, 06/05/2023, RUSSIE,DIESEL,26 126 KM,2021,AUTOMATIQUE,2.4
"

                              4 839 €  ","FORD
FOCUS
2.0",FORD,FOCUS, 06/05/2023, RUSSIE,ESSENCE,240 000 KM,2007,MANUELLE,2.0
,"CHEVROLET
CAMARO
2.0",CHEVROLET,CAMARO, 06/05/2023, RUSSIE,ESSENCE,106 685 KM,2016,MANUELLE,2.0
"

                              10 082 €  ","BMW
SERIE 3
316",BMW,SERIE 3, 06/05/2023, RUSSIE,ESSENCE,130 000 KM,1997,AUTOMATIQUE,316
"

                              9 074 €  ","HYUNDAI
SOLARIS
1.4",HYUNDAI,SOLARIS, 06/05/2023, RUSSIE,ESSENCE,194 000 KM,2018,AUTOMATIQUE,1.4
,"VOLKSWAGEN
JETTA
1.6",VOLKSWAGEN,JETTA, 06/05/2023, RUSSIE,ESSENCE,120 531 KM,2017,MANUELLE,1.6
,"TOYOTA
COROLLA
1.2",TOYOTA,COROLLA, 06/05/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.2
,"AUDI
A4
1.8",AUDI,A4, 07/05/2023, RUSSIE,ESSENCE,170 000 KM,1995,MANUELLE,1.8
,"AUDI
Q7
V6 3.0QUATTRO",AUDI,Q7, 07/05/2023, RUSSIE,ESSENCE,144 000 KM,2012,AUTOMATIQUE,V6 3.0
,"AUDI
A3
1.2",AUDI,A3, 07/05/2023, RUSSIE,ESSENCE,197 956 KM,2014,AUTOMATIQUE,1.2
"

                              10 082 €  ","AUDI
A4
1.8",AUDI,A4, 07/05/2023, RUSSIE,ESSENCE,202 000 KM,2009,AUTOMATIQUE,1.8
"

                              8 570 €  ","DATSUN
ON-DO
1.6",DATSUN,ON-DO, 07/05/2023, RUSSIE,ESSENCE,85 000 KM,2020,MANUELLE,1.6
"

                              32 666 €  ","JEEP
WRANGLER
V6 3.6",JEEP,WRANGLER, 07/05/2023, RUSSIE,ESSENCE,131 000 KM,2017,AUTOMATIQUE,V6 3.6
"

                              32 262 €  ","HONDA
E",HONDA,E, 07/05/2023, RUSSIE,ELECTRIQUE,1 000 KM,2022,AUTOMATIQUE,
,"OPEL
CORSA
1.2",OPEL,CORSA, 07/05/2023, RUSSIE,ESSENCE,80 000 KM,2013,AUTOMATIQUE,1.2
,"SKODA
OCTAVIA
1.8",SKODA,OCTAVIA, 07/05/2023, RUSSIE,ESSENCE,118 000 KM,2018,AUTOMATIQUE,1.8
,"OPEL
ASTRA
1.8",OPEL,ASTRA, 07/05/2023, RUSSIE,ESSENCE,135 000 KM,2011,AUTOMATIQUE,1.8
"

                              18 652 €  ","MERCEDES
CLASSE S
S 500",MERCEDES,CLASSE S, 07/05/2023, RUSSIE,ESSENCE,150 000 KM,2013,AUTOMATIQUE,S 500
,"KIA
EV6
GTGT4WD",KIA,EV6, 07/05/2023, RUSSIE,ELECTRIQUE,12 KM,2023,AUTOMATIQUE,GT
"

                              52 416 €  ","VOLKSWAGEN
ID.4",VOLKSWAGEN,ID.4, 07/05/2023, RUSSIE,ELECTRIQUE,9 500 KM,2022,AUTOMATIQUE,
"

                              13 782 €  ","TOYOTA
WISH
1.8",TOYOTA,WISH, 07/05/2023, RUSSIE,ESSENCE,128 000 KM,2012,AUTOMATIQUE,1.8
,"LADA
2106
1.6",LADA,2106, 07/05/2023, RUSSIE,ESSENCE,17 000 KM,2001,MANUELLE,1.6
,"TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 07/05/2023, RUSSIE,ESSENCE,70 000 KM,2018,AUTOMATIQUE,2.5
"

                              9 023 €  ","SSANGYONG
ACTYON
2.0",SSANGYONG,ACTYON, 08/05/2023, RUSSIE,DIESEL,145 000 KM,2013,AUTOMATIQUE,2.0
,"LEXUS
LS 460V8 4.6",LEXUS,LS 460V8 4.6, 08/05/2023, RUSSIE,ESSENCE,220 000 KM,2010,AUTOMATIQUE,LS 460
,"LAND ROVER
DISCOVERY
3.0AWD",LAND ROVER,DISCOVERY, 08/05/2023, RUSSIE,DIESEL,260 000 KM,2013,AUTOMATIQUE,3.0
"

                              5 545 €  ","MAZDA
BONGO
2.5",MAZDA,BONGO, 08/05/2023, RUSSIE,DIESEL,294 000 KM,1997,MANUELLE,2.5
,"CHEVROLET
BEL AIR
3.9",CHEVROLET,BEL AIR, 08/05/2023, RUSSIE,ESSENCE,65 000 KM,1954,MANUELLE,3.9
,"FORD
TRANSIT CUSTOM
2.0",FORD,TRANSIT CUSTOM, 08/05/2023, RUSSIE,DIESEL,32 500 KM,2019,MANUELLE,2.0
"

                              16 131 €  ","BMW
X5
30I3.0",BMW,X5, 08/05/2023, RUSSIE,ESSENCE,254 000 KM,2009,AUTOMATIQUE,30I
"

                              34 279 €  ","MERCEDES
SPRINTER
5152.2",MERCEDES,SPRINTER, 08/05/2023, RUSSIE,DIESEL,104 000 KM,2012,MANUELLE,515
,"BMW
SERIE 3
3252.5",BMW,SERIE 3, 08/05/2023, RUSSIE,ESSENCE,228 000 KM,2011,AUTOMATIQUE,325
,"MERCEDES
CLASSE M
ML 320",MERCEDES,CLASSE M, 08/05/2023, RUSSIE,DIESEL,304 000 KM,2007,AUTOMATIQUE,ML 320
"

                              11 090 €  ","MERCEDES
GL 450",MERCEDES,GL 450, 08/05/2023, RUSSIE,ESSENCE,290 000 KM,2007,AUTOMATIQUE,GL 450
,"MERCEDES
CLASSE S
S 3504MATIC",MERCEDES,CLASSE S, 08/05/2023, RUSSIE,ESSENCE,52 232 KM,2008,AUTOMATIQUE,S 350
"

                              22 180 €  ","NISSAN
X-TRAIL
1.6X",NISSAN,X-TRAIL, 08/05/2023, RUSSIE,DIESEL,127 000 KM,2018,AUTOMATIQUE,1.6
,"HYUNDAI
SOLARIS
1.4",HYUNDAI,SOLARIS, 08/05/2023, RUSSIE,ESSENCE,379 000 KM,2017,AUTOMATIQUE,1.4
"

                              16 131 €  ","VOLKSWAGEN
TOUAREG
V6 3.64MOTION",VOLKSWAGEN,TOUAREG, 08/05/2023, RUSSIE,ESSENCE,220 000 KM,2010,AUTOMATIQUE,V6 3.6
"

                              23 683 €  ","HYUNDAI
I30
1.5",HYUNDAI,I30, 08/05/2023, RUSSIE,ESSENCE,36 KM,2023,AUTOMATIQUE,1.5
,"TOYOTA
COROLLA
1.6",TOYOTA,COROLLA, 08/05/2023, RUSSIE,ESSENCE,224 000 KM,2008,AUTOMATIQUE,1.6
,"KIA
RIO
1.6PREMIUM",KIA,RIO, 08/05/2023, RUSSIE,ESSENCE,170 000 KM,2015,AUTOMATIQUE,1.6
,"LADA
SAMARA
1.6",LADA,SAMARA, 08/05/2023, RUSSIE,ESSENCE,180 000 KM,2011,MANUELLE,1.6
"

                              75 615 €  ","PORSCHE
MACAN
SV6 3.0",PORSCHE,MACAN, 09/05/2023, RUSSIE,DIESEL,17 700 KM,2016,AUTOMATIQUE,S
,"TAGAZ
ROAD PARTNER",TAGAZ,ROAD PARTNER, 09/05/2023, RUSSIE,ESSENCE,200 000 KM,2009,MANUELLE,
,"MOSKVICH
412",MOSKVICH,412, 09/05/2023, RUSSIE,ESSENCE,18 000 KM,1991,MANUELLE,
,"CITROEN
XANTIA
2.0",CITROEN,XANTIA, 09/05/2023, RUSSIE,ESSENCE,213 000 KM,1994,AUTOMATIQUE,2.0
"

                              7 562 €  ","SKODA
OCTAVIA
1.6",SKODA,OCTAVIA, 09/05/2023, RUSSIE,ESSENCE,420 000 KM,2014,MANUELLE,1.6
,"CHEVROLET
AVEO
1.2",CHEVROLET,AVEO, 09/05/2023, RUSSIE,ESSENCE,220 000 KM,2011,MANUELLE,1.2
"

                              7 511 €  ","CHEVROLET
CRUZE
1.8",CHEVROLET,CRUZE, 09/05/2023, RUSSIE,ESSENCE,223 000 KM,2013,AUTOMATIQUE,1.8
,"MERCEDES
CLASSE E
E 2001.8",MERCEDES,CLASSE E, 09/05/2023, RUSSIE,ESSENCE,173 540 KM,2012,AUTOMATIQUE,E 200
,"MERCEDES
GL 350",MERCEDES,GL 350, 09/05/2023, RUSSIE,DIESEL,165 000 KM,2014,AUTOMATIQUE,GL 350
,"MERCEDES
SLK 280",MERCEDES,SLK 280, 09/05/2023, RUSSIE,ESSENCE,144 000 KM,2007,AUTOMATIQUE,SLK 280
"

                              31 254 €  ","HYUNDAI
TUCSON
1.6",HYUNDAI,TUCSON, 09/05/2023, RUSSIE,ESSENCE,53 KM,2023,AUTOMATIQUE,1.6
,"TOYOTA
COROLLA
1.8",TOYOTA,COROLLA, 09/05/2023, RUSSIE,ESSENCE,262 000 KM,2007,AUTOMATIQUE,1.8
,"HONDA
ACCORD
1.5",HONDA,ACCORD, 09/05/2023, RUSSIE,ESSENCE,62 580 KM,2018,AUTOMATIQUE,1.5
,"TOYOTA
PRADO
3.0",TOYOTA,PRADO, 09/05/2023, RUSSIE,DIESEL,227 000 KM,2010,AUTOMATIQUE,3.0
"

                              19 055 €  ","HYUNDAI
SANTA FE
2.2",HYUNDAI,SANTA FE, 09/05/2023, RUSSIE,DIESEL,196 794 KM,2013,AUTOMATIQUE,2.2
"

                              1 563 €  ","LADA
SAMARA
1.6",LADA,SAMARA, 09/05/2023, RUSSIE,ESSENCE,100 000 KM,2001,MANUELLE,1.6
,"TOYOTA
PRADO
2.7",TOYOTA,PRADO, 09/05/2023, RUSSIE,ESSENCE,170 000 KM,2014,AUTOMATIQUE,2.7
"

                              2 309 €  ","LADA
SAMARA
1.5",LADA,SAMARA, 09/05/2023, RUSSIE,ESSENCE,158 000 KM,1996,MANUELLE,1.5
"

                              12 098 €  ","TOYOTA
CAMRY
2.4",TOYOTA,CAMRY, 09/05/2023, RUSSIE,ESSENCE,273 200 KM,2008,AUTOMATIQUE,2.4
,"TOYOTA
PRADO
2.8",TOYOTA,PRADO, 09/05/2023, RUSSIE,DIESEL,10 KM,2022,AUTOMATIQUE,2.8
"

                              2 924 €  ","LADA
2112
1.5",LADA,2112, 09/05/2023, RUSSIE,ESSENCE,100 000 KM,2001,MANUELLE,1.5
,"LADA
PRIORA
1.6",LADA,PRIORA, 09/05/2023, RUSSIE,ESSENCE,179 104 KM,2011,MANUELLE,1.6
,"GAZ
24",GAZ,24, 10/05/2023, RUSSIE,ESSENCE,55 000 KM,1985,MANUELLE,
"

                              9 780 €  ","SUBARU
FORESTER
2.0",SUBARU,FORESTER, 10/05/2023, RUSSIE,ESSENCE,204 000 KM,1999,MANUELLE,2.0
,"GAZ
31029",GAZ,31029, 10/05/2023, RUSSIE,ESSENCE,15 000 KM,1997,MANUELLE,
,"PORSCHE
PANAMERA
4SV6 3.0",PORSCHE,PANAMERA, 10/05/2023, RUSSIE,ESSENCE,57 000 KM,2013,AUTOMATIQUE,4S
,"BAIC
X35",BAIC,X35, 10/05/2023, RUSSIE,ESSENCE,10 KM,2023,MANUELLE,
"

                              9 064 €  ","HONDA
N-WGN",HONDA,N-WGN, 10/05/2023, RUSSIE,ESSENCE,106 600 KM,2018,AUTOMATIQUE,
,"MITSUBISHI
OUTLANDER
2.44X4",MITSUBISHI,OUTLANDER, 10/05/2023, RUSSIE,ESSENCE,14 000 KM,2021,AUTOMATIQUE,2.4
"

                              21 676 €  ","RENAULT
ARKANA
1.3",RENAULT,ARKANA, 10/05/2023, RUSSIE,ESSENCE,70 000 KM,2019,AUTOMATIQUE,1.3
"

                              66 037 €  ","MERCEDES
CLASSE V
V 2504MATIC",MERCEDES,CLASSE V, 10/05/2023, RUSSIE,DIESEL,144 000 KM,2019,AUTOMATIQUE,V 250
,"VOLKSWAGEN
CADDY
1.9",VOLKSWAGEN,CADDY, 10/05/2023, RUSSIE,DIESEL,295 000 KM,1997,MANUELLE,1.9
,"VOLKSWAGEN
TIGUAN
1.4",VOLKSWAGEN,TIGUAN, 10/05/2023, RUSSIE,ESSENCE,42 500 KM,2018,AUTOMATIQUE,1.4
"

                              12 300 €  ","TOYOTA
COROLLA
1.6",TOYOTA,COROLLA, 10/05/2023, RUSSIE,ESSENCE,160 000 KM,2014,MANUELLE,1.6
,"VOLKSWAGEN
POLO
1.6",VOLKSWAGEN,POLO, 10/05/2023, RUSSIE,ESSENCE,125 000 KM,2019,MANUELLE,1.6
"

                              66 340 €  ","HYUNDAI
IONIQ 6",HYUNDAI,IONIQ 6, 10/05/2023, RUSSIE,ELECTRIQUE,7 110 KM,2022,AUTOMATIQUE,
"

                              12 996 €  ","KIA
CEED
1.6",KIA,CEED, 10/05/2023, RUSSIE,ESSENCE,49 377 KM,2018,AUTOMATIQUE,1.6
,"LADA
21099",LADA,21099, 10/05/2023, RUSSIE,ESSENCE,197 454 KM,2003,MANUELLE,
,"LADA
4X4",LADA,4X4, 10/05/2023, RUSSIE,ESSENCE,100 000 KM,2006,MANUELLE,
"

                              19 156 €  ","LADA
NIVA
1.7",LADA,NIVA, 10/05/2023, RUSSIE,ESSENCE,2 000 KM,2022,MANUELLE,1.7
"

                              41 336 €  ","TOYOTA
LAND CRUISER
V8 4.0",TOYOTA,LAND CRUISER, 10/05/2023, RUSSIE,ESSENCE,72 000 KM,2010,MANUELLE,V8 4.0
,"TOYOTA
AVALON",TOYOTA,AVALON, 10/05/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,
"

                              2 521 €  ","LADA
PRIORA
1.6",LADA,PRIORA, 10/05/2023, RUSSIE,ESSENCE,272 816 KM,2009,MANUELLE,1.6
,"HAVAL
JOLION
1.5",HAVAL,JOLION, 11/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,1.5
,"AUDI
A7 SPORTBACK
55 TFSI3.0QUATTRO",AUDI,A7 SPORTBACK, 11/05/2023, RUSSIE,ESSENCE,78 000 KM,2018,AUTOMATIQUE,55 TFSI
"

                              17 442 €  ","AUDI
A4
35 TFSI1.4",AUDI,A4, 11/05/2023, RUSSIE,ESSENCE,178 000 KM,2015,AUTOMATIQUE,35 TFSI
,"VOLVO
V40
1.6",VOLVO,V40, 11/05/2023, RUSSIE,ESSENCE,244 890 KM,2003,MANUELLE,1.6
,"GAZ
21",GAZ,21, 11/05/2023, RUSSIE,ESSENCE,70 000 KM,1968,MANUELLE,
"

                              31 758 €  ","GAZ
NEXT",GAZ,NEXT, 11/05/2023, RUSSIE,ESSENCE,10 KM,2023,MANUELLE,
,"RENAULT
DUSTER
2.0",RENAULT,DUSTER, 11/05/2023, RUSSIE,ESSENCE,207 467 KM,2016,AUTOMATIQUE,2.0
,"STEYR
PINZGAUER
2.5",STEYR,PINZGAUER, 11/05/2023, RUSSIE,ESSENCE,2 000 KM,1977,MANUELLE,2.5
"

                              75 615 €  ","MERCEDES
CLASSE C
C 200",MERCEDES,CLASSE C, 11/05/2023, RUSSIE,-,685 KM,2022,AUTOMATIQUE,C 200
,"INFINITI
QX70
V6 3.73.7",INFINITI,QX70, 11/05/2023, RUSSIE,ESSENCE,102 000 KM,2015,AUTOMATIQUE,V6 3.7
,"NISSAN
PATROL
3.04X4",NISSAN,PATROL, 11/05/2023, RUSSIE,DIESEL,393 000 KM,2006,AUTOMATIQUE,3.0
"

                              8 066 €  ","MITSUBISHI
LANCER
1.8",MITSUBISHI,LANCER, 11/05/2023, RUSSIE,ESSENCE,180 000 KM,2011,AUTOMATIQUE,1.8
"

                              17 139 €  ","MERCEDES
CLASSE S
S 3504MATIC",MERCEDES,CLASSE S, 11/05/2023, RUSSIE,ESSENCE,160 000 KM,2007,AUTOMATIQUE,S 350
,"MERCEDES
CL 420",MERCEDES,CL 420, 11/05/2023, RUSSIE,ESSENCE,154 000 KM,1997,AUTOMATIQUE,CL 420
,"OPEL
INSIGNIA
1.8",OPEL,INSIGNIA, 11/05/2023, RUSSIE,ESSENCE,157 000 KM,2013,MANUELLE,1.8
,"OPEL
ASTRA
1.6",OPEL,ASTRA, 11/05/2023, RUSSIE,ESSENCE,186 248 KM,2011,MANUELLE,1.6
,"OPEL
REKORD
2.0",OPEL,REKORD, 11/05/2023, RUSSIE,ESSENCE,200 000 KM,1984,MANUELLE,2.0
,"TOYOTA
RAV4
2.5",TOYOTA,RAV4, 11/05/2023, RUSSIE,ESSENCE,19 000 KM,2019,AUTOMATIQUE,2.5
,"KIA
PEGAS
1.4",KIA,PEGAS, 11/05/2023, RUSSIE,ESSENCE,10 KM,2022,AUTOMATIQUE,1.4
"

                              3 478 €  ","LADA
KALINA
1.6",LADA,KALINA, 11/05/2023, RUSSIE,ESSENCE,178 000 KM,2012,MANUELLE,1.6
,"LADA
VESTA
1.6",LADA,VESTA, 11/05/2023, RUSSIE,ESSENCE,169 000 KM,2016,MANUELLE,1.6
,"BMW
X5
30D3.0",BMW,X5, 11/05/2023, RUSSIE,DIESEL,150 000 KM,2011,AUTOMATIQUE,30D
"

                              50 914 €  ","BMW
X6
30D3.0",BMW,X6, 11/05/2023, RUSSIE,DIESEL,109 596 KM,2019,AUTOMATIQUE,30D
"

                              8 066 €  ","GAZ
GAZELLE
2.9",GAZ,GAZELLE, 11/05/2023, RUSSIE,ESSENCE,350 000 KM,2015,MANUELLE,2.9
"

                              45 349 €  ","KIA
MOHAVE
V6 3.0",KIA,MOHAVE, 11/05/2023, RUSSIE,DIESEL,59 000 KM,2019,AUTOMATIQUE,V6 3.0
"

                              5 041 €  ","LADA
4X4",LADA,4X4, 11/05/2023, RUSSIE,ESSENCE,22 980 KM,2000,MANUELLE,
"

                              8 570 €  ","KIA
RIO
1.4",KIA,RIO, 11/05/2023, RUSSIE,ESSENCE,165 000 KM,2016,AUTOMATIQUE,1.4
"

                              33 271 €  ","KIA
CARNIVAL
2.2",KIA,CARNIVAL, 11/05/2023, RUSSIE,DIESEL,52 000 KM,2018,AUTOMATIQUE,2.2
"

                              14 115 €  ","TOYOTA
HARRIER
2.4",TOYOTA,HARRIER, 11/05/2023, RUSSIE,ESSENCE,250 000 KM,2005,AUTOMATIQUE,2.4
,"LADA
XRAY
1.6",LADA,XRAY, 11/05/2023, RUSSIE,ESSENCE,52 543 KM,2020,MANUELLE,1.6
"

                              38 412 €  ","TOYOTA
CAMRY
2.5",TOYOTA,CAMRY, 11/05/2023, RUSSIE,ESSENCE,16 000 KM,2022,AUTOMATIQUE,2.5
"

                              13 611 €  ","KIA
RIO
1.4",KIA,RIO, 11/05/2023, RUSSIE,ESSENCE,17 741 KM,2020,MANUELLE,1.4
"

                              2 067 €  ","LADA
4X4",LADA,4X4, 11/05/2023, RUSSIE,ESSENCE,500 KM,2001,MANUELLE,
"

                              11 594 €  ","TOYOTA
CAMRY
2.4",TOYOTA,CAMRY, 11/05/2023, RUSSIE,ESSENCE,200 000 KM,2007,AUTOMATIQUE,2.4
,"AUDI
Q7
45 TDIV6 3.0QUATTRO",AUDI,Q7, 12/05/2023, RUSSIE,DIESEL,4 200 KM,2021,AUTOMATIQUE,45 TDI
,"IZH
2126",IZH,2126, 12/05/2023, RUSSIE,ESSENCE,156 249 KM,2004,MANUELLE,
"

                              4 033 €  ","UAZ
31514",UAZ,31514, 12/05/2023, RUSSIE,ESSENCE,68 000 KM,1996,MANUELLE,
,"MAZDA
6
2.5",MAZDA,6, 12/05/2023, RUSSIE,ESSENCE,10 KM,2023,AUTOMATIQUE,2.5
"

                              11 090 €  ","LAND ROVER
RANGE ROVER
V8 4.4AWD",LAND ROVER,RANGE ROVER, 12/05/2023, RUSSIE,ESSENCE,285 700 KM,2006,AUTOMATIQUE,V8 4.4
"

                              7 562 €  ","TAGAZ
TAGER",TAGAZ,TAGER, 12/05/2023, RUSSIE,ESSENCE,309 999 KM,2008,AUTOMATIQUE,
"

                              14 619 €  ","DODGE
CHARGER
V6 2.7",DODGE,CHARGER, 12/05/2023, RUSSIE,ESSENCE,269 000 KM,2009,AUTOMATIQUE,V6 2.7
"

                              18 148 €  ","JAGUAR
XF
2.0RWD",JAGUAR,XF, 12/05/2023, RUSSIE,ESSENCE,123 000 KM,2014,AUTOMATIQUE,2.0
,"RENAULT
DUSTER
1.5",RENAULT,DUSTER, 12/05/2023, RUSSIE,DIESEL,158 000 KM,2019,MANUELLE,1.5
"

                              10 284 €  ","FORD
ECOSPORT
1.6",FORD,ECOSPORT, 12/05/2023, RUSSIE,ESSENCE,203 332 KM,2016,MANUELLE,1.6
,"NISSAN
MICRA
1.3",NISSAN,MICRA, 12/05/2023, RUSSIE,ESSENCE,174 000 KM,2001,AUTOMATIQUE,1.3
,"FORD
TRANSIT
2.2",FORD,TRANSIT, 12/05/2023, RUSSIE,DIESEL,630 487 KM,2013,MANUELLE,2.2
,"BMW
X5
30I",BMW,X5, 12/05/2023, RUSSIE,ESSENCE,294 400 KM,2008,AUTOMATIQUE,30I
"

                              17 129 €  ","NISSAN
SERENA
2.0",NISSAN,SERENA, 12/05/2023, RUSSIE,ESSENCE,91 700 KM,2017,AUTOMATIQUE,2.0
,"MERCEDES
CLASSE S
S 63 AMG4MATIC",MERCEDES,CLASSE S, 12/05/2023, RUSSIE,ESSENCE,51 654 KM,2014,AUTOMATIQUE,S 63 AMG
,"MERCEDES
CLS
450V6 3.04MATIC",MERCEDES,CLS, 12/05/2023, RUSSIE,ESSENCE,75 000 KM,2018,AUTOMATIQUE,450
,"HONDA
CIVIC
1.8",HONDA,CIVIC, 12/05/2023, RUSSIE,ESSENCE,180 000 KM,2008,AUTOMATIQUE,1.8
"

                              24 197 €  ","MERCEDES
CLASSE M
ML 350",MERCEDES,CLASSE M, 12/05/2023, RUSSIE,DIESEL,228 000 KM,2012,AUTOMATIQUE,ML 350
,"BMW
SERIE 5
535",BMW,SERIE 5, 12/05/2023, RUSSIE,ESSENCE,142 000 KM,2012,AUTOMATIQUE,535
"

                              21 575 €  ","HYUNDAI
CRETA
1.6",HYUNDAI,CRETA, 12/05/2023, RUSSIE,ESSENCE,25 727 KM,2020,AUTOMATIQUE,1.6
"

                              21 172 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 12/05/2023, RUSSIE,DIESEL,150 000 KM,2017,AUTOMATIQUE,2.0
,"UAZ
PATRIOT
2.7",UAZ,PATRIOT, 12/05/2023, RUSSIE,ESSENCE,47 000 KM,2021,AUTOMATIQUE,2.7
"

                              6 553 €  ","UAZ
3303
2.7",UAZ,3303, 12/05/2023, RUSSIE,ESSENCE,148 000 KM,2017,MANUELLE,2.7
"

                              2 823 €  ","UAZ
31514",UAZ,31514, 12/05/2023, RUSSIE,ESSENCE,5 300 KM,2003,MANUELLE,
,"NISSAN
ALMERA
1.6",NISSAN,ALMERA, 12/05/2023, RUSSIE,ESSENCE,126 900 KM,2013,MANUELLE,1.6
"

                              20 668 €  ","VOLKSWAGEN
TIGUAN
1.4",VOLKSWAGEN,TIGUAN, 12/05/2023, RUSSIE,ESSENCE,137 520 KM,2019,AUTOMATIQUE,1.4
,"BMW
SERIE 3
325X2.5",BMW,SERIE 3, 12/05/2023, RUSSIE,ESSENCE,205 000 KM,2011,AUTOMATIQUE,325X
"

                              3 025 €  ","TOYOTA
CAMRY
2.0",TOYOTA,CAMRY, 12/05/2023, RUSSIE,ESSENCE,280 000 KM,1993,AUTOMATIQUE,2.0
"

                              46 881 €  ","KIA
SPORTAGE
2.04X4",KIA,SPORTAGE, 12/05/2023, RUSSIE,DIESEL,7 100 KM,2021,AUTOMATIQUE,2.0
,"TOYOTA
LAND CRUISER
V8 4.6",TOYOTA,LAND CRUISER, 12/05/2023, RUSSIE,ESSENCE,160 000 KM,2016,AUTOMATIQUE,V8 4.6
,"TOYOTA
LAND CRUISER",TOYOTA,LAND CRUISER, 12/05/2023, RUSSIE,DIESEL,182 000 KM,2015,AUTOMATIQUE,
,"LADA
2110
1.5",LADA,2110, 12/05/2023, RUSSIE,ESSENCE,150 000 KM,2003,MANUELLE,1.5
,"UAZ
969",UAZ,969, 13/05/2023, RUSSIE,ESSENCE,49 683 KM,1985,MANUELLE,
"

                              69 062 €  ","AUDI
50
QUATTRO",AUDI,50, 13/05/2023, RUSSIE,DIESEL,102 000 KM,2018,AUTOMATIQUE,QUATTRO
,"GAZ
21",GAZ,21, 13/05/2023, RUSSIE,ESSENCE,100 000 KM,1960,MANUELLE,
,"SUBARU
LEGACY
2.0",SUBARU,LEGACY, 13/05/2023, RUSSIE,ESSENCE,250 000 KM,1990,AUTOMATIQUE,2.0
"

                              5 646 €  ","SUZUKI
GRAND VITARA",SUZUKI,GRAND VITARA, 13/05/2023, RUSSIE,ESSENCE,235 000 KM,2002,AUTOMATIQUE,
,"TESLA
MODEL 3
GRANDE AUTONOMIEAWD",TESLA,MODEL 3, 13/05/2023, RUSSIE,ELECTRIQUE,8 800 KM,2021,AUTOMATIQUE,GRANDE AUTONOMIE
"

                              64 021 €  ","LEXUS
GX 460V8 4.6",LEXUS,GX 460V8 4.6, 13/05/2023, RUSSIE,ESSENCE,100 000 KM,2019,AUTOMATIQUE,GX 460
,"OPEL
ZAFIRA
1.8",OPEL,ZAFIRA, 13/05/2023, RUSSIE,ESSENCE,370 000 KM,2008,MANUELLE,1.8
"

                              6 957 €  ","RENAULT
FLUENCE
1.6",RENAULT,FLUENCE, 13/05/2023, RUSSIE,ESSENCE,205 000 KM,2011,AUTOMATIQUE,1.6
"

                              12 098 €  ","HONDA
ODYSSEY
V6 3.5",HONDA,ODYSSEY, 13/05/2023, RUSSIE,ESSENCE,163 000 KM,2007,AUTOMATIQUE,V6 3.5
,"BMW
X6
35I3.0",BMW,X6, 13/05/2023, RUSSIE,ESSENCE,143 500 KM,2014,AUTOMATIQUE,35I
,"MITSUBISHI
PAJERO
V6 3.0ES SPORT",MITSUBISHI,PAJERO, 13/05/2023, RUSSIE,ESSENCE,214 000 KM,2000,AUTOMATIQUE,V6 3.0
,"MITSUBISHI
LANCER
1.6",MITSUBISHI,LANCER, 13/05/2023, RUSSIE,ESSENCE,320 000 KM,2004,MANUELLE,1.6
"

                              66 541 €  ","MERCEDES
CLASSE V
V 2504MATIC",MERCEDES,CLASSE V, 13/05/2023, RUSSIE,DIESEL,63 760 KM,2019,AUTOMATIQUE,V 250
"

                              76 119 €  ","BMW
X7
XDRIVE40I",BMW,X7, 13/05/2023, RUSSIE,ESSENCE,31 000 KM,2019,AUTOMATIQUE,XDRIVE40I
,"MERCEDES
CLK 200",MERCEDES,CLK 200, 13/05/2023, RUSSIE,ESSENCE,336 000 KM,2004,AUTOMATIQUE,CLK 200
